,datetime,open,high,low,close,volume
28262,2021-07-12 11:58:00,14844.7851,14845.75,14843.0,14844.5415,338
28263,2021-07-12 11:59:00,14844.5415,14845.5,14842.75,14844.4684,234
28264,2021-07-12 12:00:00,14844.4684,14845.0,14840.7372,14840.7372,380
28265,2021-07-12 12:01:00,14840.7372,14844.0,14838.25,14839.7578,485
28266,2021-07-12 12:02:00,14839.7578,14843.5,14837.75,14842.2754,451
28267,2021-07-12 12:03:00,14842.2754,14842.75,14838.75,14839.4625,348
28268,2021-07-12 12:04:00,14839.4625,14843.5,14838.0,14843.2672,382
28269,2021-07-12 12:05:00,14843.2672,14844.5,14839.0,14839.7372,394
28270,2021-07-12 12:06:00,14839.7372,14843.0,14838.0,14841.2811,262
28271,2021-07-12 12:07:00,14841.2811,14842.5,14838.75,14838.7834,182
28272,2021-07-12 12:08:00,14838.7834,14839.5,14837.0,14837.4684,405
28273,2021-07-12 12:09:00,14837.4684,14837.75,14833.5,14833.5309,646
28274,2021-07-12 12:10:00,14833.5309,14833.75,14831.5,14833.5089,538
28275,2021-07-12 12:11:00,14833.5089,14837.5234,14830.75,14837.5234,767
28276,2021-07-12 12:12:00,14837.5234,14841.25,14837.25,14839.7491,672
28277,2021-07-12 12:13:00,14839.7491,14840.75,14836.5,14836.5059,281
28278,2021-07-12 12:14:00,14836.5059,14837.25,14834.25,14837.0455,321
28279,2021-07-12 12:15:00,14837.0455,14839.25,14835.5,14837.5167,345
28280,2021-07-12 12:16:00,14837.5167,14839.25,14836.25,14837.7271,168
28281,2021-07-12 12:17:00,14837.7271,14838.5,14833.75,14838.453,298
28282,2021-07-12 12:18:00,14838.453,14842.75,14838.453,14842.0402,572
28283,2021-07-12 12:19:00,14842.0402,14844.25,14841.0,14841.7977,334
28284,2021-07-12 12:20:00,14841.7977,14844.5,14841.7334,14841.7334,250
28285,2021-07-12 12:21:00,14841.7334,14845.25,14840.5,14844.9527,358
28286,2021-07-12 12:22:00,14844.9527,14848.0,14842.25,14842.9765,480
28287,2021-07-12 12:23:00,14842.9765,14845.25,14842.25,14845.0009,221
28288,2021-07-12 12:24:00,14845.0009,14846.5,14841.25,14841.4879,240
28289,2021-07-12 12:25:00,14841.4879,14843.75,14840.0,14842.4953,327
28290,2021-07-12 12:26:00,14842.4953,14845.75,14842.25,14844.7011,306
28291,2021-07-12 12:27:00,14844.7011,14848.75,14844.5,14845.7847,546
28292,2021-07-12 12:28:00,14845.7847,14848.0,14844.5,14845.965,307
28293,2021-07-12 12:29:00,14845.965,14846.25,14842.75,14843.748,244
28294,2021-07-12 12:30:00,14843.748,14843.748,14841.0,14842.7877,253
28295,2021-07-12 12:31:00,14842.7877,14844.5,14840.75,14841.2589,287
28296,2021-07-12 12:32:00,14841.2589,14846.0,14841.2589,14845.2328,358
28297,2021-07-12 12:33:00,14845.2328,14847.75,14843.75,14843.7945,354
28298,2021-07-12 12:34:00,14843.7945,14845.75,14842.5,14844.5175,245
28299,2021-07-12 12:35:00,14844.5175,14845.25,14842.5,14843.2692,228
28300,2021-07-12 12:36:00,14843.2692,14845.0,14842.0,14844.2536,255
28301,2021-07-12 12:37:00,14844.2536,14844.5,14841.25,14841.4918,233
28302,2021-07-12 12:38:00,14841.4918,14841.75,14839.75,14840.2358,317
28303,2021-07-12 12:39:00,14840.2358,14841.5,14838.0,14838.7518,347
28304,2021-07-12 12:40:00,14838.7518,14840.25,14838.0,14839.7908,265
28305,2021-07-12 12:41:00,14839.7908,14841.75,14838.75,14841.2814,286
28306,2021-07-12 12:42:00,14841.2814,14842.25,14836.5,14836.5148,357
28307,2021-07-12 12:43:00,14836.5148,14838.0,14834.5,14835.7367,383
28308,2021-07-12 12:44:00,14835.7367,14838.5,14835.25,14837.4753,269
28309,2021-07-12 12:45:00,14837.4753,14839.5,14837.4753,14839.0358,237
28310,2021-07-12 12:46:00,14839.0358,14840.25,14836.0,14837.958,271
28311,2021-07-12 12:47:00,14837.958,14841.75,14836.0,14840.5105,276
28312,2021-07-12 12:48:00,14840.5105,14842.0,14838.75,14840.2026,231
28313,2021-07-12 12:49:00,14840.2026,14842.5,14840.2026,14842.4636,218
28314,2021-07-12 12:50:00,14842.4636,14844.0,14841.5,14843.2427,303
28315,2021-07-12 12:51:00,14843.2427,14844.5,14842.5,14843.2586,316
28316,2021-07-12 12:52:00,14843.2586,14844.25,14842.25,14843.7559,223
28317,2021-07-12 12:53:00,14843.7559,14844.0,14841.75,14843.507,244
28318,2021-07-12 12:54:00,14843.507,14844.75,14840.25,14841.2925,232
28319,2021-07-12 12:55:00,14841.2925,14841.2925,14838.5,14839.2305,158
28320,2021-07-12 12:56:00,14839.2305,14840.25,14837.2463,14837.2463,335
28321,2021-07-12 12:57:00,14837.2463,14838.75,14835.75,14838.7336,301
28322,2021-07-12 12:58:00,14838.7336,14840.0,14837.5,14838.2128,217
28323,2021-07-12 12:59:00,14838.2128,14838.25,14834.5,14837.9983,477
28324,2021-07-12 13:00:00,14837.9983,14840.0,14837.25,14838.9522,230
28325,2021-07-12 13:01:00,14838.9522,14839.25,14833.0,14834.7425,391
28326,2021-07-12 13:02:00,14834.7425,14840.5,14834.5,14840.4933,323
